Table 8,,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,,
"by State by City, 2022",,,,,,,,,,,,
State,City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Ocean City,"11,258",14,0,0,0,14,672,22,637,13,0
,Ocean Gate,"2,000",2,0,0,0,2,30,9,20,1,0
,Oceanport,"6,119",6,1,0,2,3,40,12,25,3,0
,"Ocean Township, Monmouth County","28,119",35,0,1,7,27,726,63,612,51,3
,"Ocean Township, Ocean County","9,031",2,0,1,1,0,38,10,27,1,0
,Old Bridge Township,"67,876",41,2,0,4,35,564,61,425,78,0
,Old Tappan,"5,799",0,0,0,0,0,28,4,17,7,0
,Oradell,"8,139",1,0,0,1,0,43,12,25,6,1
,Orange City,"33,615",123,2,11,31,79,610,99,383,128,1
,Oxford Township,"2,456",0,0,0,0,0,5,2,3,0,0
,Palisades Park,"19,991",14,0,1,2,11,146,33,101,12,0
,Palmyra,"7,418",15,1,2,3,9,134,18,99,17,0
,Paramus,"26,242",10,0,0,7,3,"1,095",47,962,86,0
,Park Ridge,"10,040",1,0,0,0,1,27,1,26,0,0
,Parsippany-Troy Hills Township,"56,193",17,0,6,5,6,568,80,445,43,1
,Passaic,"69,003",375,2,23,85,265,"1,386",148,"1,043",195,3
,Paulsboro,"6,292",24,1,0,5,18,106,26,73,7,0
,Peapack-Gladstone,"2,588",0,0,0,0,0,37,15,21,1,0
,Pennsauken Township,"37,198",106,1,3,41,61,"1,282",186,948,148,11
,Penns Grove,"4,821",50,0,3,12,35,78,16,55,7,0
,Pennsville Township,"12,651",19,0,3,3,13,381,17,351,13,0
,Pequannock Township,"15,560",9,0,0,3,6,70,8,54,8,0
,Perth Amboy,"55,229",182,4,6,28,144,808,94,626,88,9
,Phillipsburg,"15,374",47,0,26,8,13,263,35,213,15,3
,Piscataway Township,"61,170",94,2,0,20,72,473,32,397,44,3
,Plainfield,"55,494",251,4,3,104,140,731,110,564,57,2
,Plainsboro Township,"23,798",6,0,0,1,5,151,7,136,8,0
,Pleasantville,"20,603",45,2,0,7,36,207,49,126,32,1
,Plumsted Township,"8,582",2,0,1,0,1,40,7,31,2,0
,Pohatcong Township,"3,270",3,0,0,1,2,150,5,143,2,0
,Point Pleasant,"19,501",21,0,3,0,18,123,10,108,5,0
,Point Pleasant Beach,"4,903",11,0,1,0,10,110,9,99,2,0
,Pompton Lakes,"10,875",9,0,3,0,6,66,5,59,2,0
,Princeton ,"30,797",9,0,1,3,5,226,23,193,10,0
,Prospect Park,"6,225",2,0,0,2,0,78,16,57,5,1
,Rahway,"30,149",42,1,8,12,21,294,26,227,41,5
,Ramsey,"14,621",5,0,0,2,3,105,6,86,13,0
,Randolph Township,"26,500",7,0,0,1,6,88,14,64,10,0
,Raritan,"10,609",1,0,0,0,1,81,4,71,6,0
,Raritan Township,"24,202",4,0,0,0,4,42,8,29,5,0
,Readington Township,"16,348",8,1,1,1,5,54,7,43,4,1
,Red Bank,"12,927",20,0,11,5,4,123,15,93,15,3
,Ridgefield,"11,368",3,0,0,0,3,83,8,64,11,0
,Ridgefield Park,"13,067",14,0,0,2,12,178,11,159,8,0
,Ridgewood,"26,485",8,0,1,1,6,202,21,128,53,1
,Ringwood,"11,456",0,0,0,0,0,21,7,14,0,0
,Riverdale,"4,105",1,0,1,0,0,77,2,66,9,0
,River Edge,"11,950",1,1,0,0,0,100,5,85,10,0
,River Vale Township,"9,789",2,0,0,0,2,36,4,26,6,2
,Rochelle Park Township,"5,841",9,1,0,5,3,68,10,53,5,1
,Rockaway,"6,589",0,0,0,0,0,17,1,16,0,0
,Rockaway Township,"26,377",18,0,2,4,12,223,13,200,10,0
,Rockleigh,395,0,0,0,0,0,0,0,0,0,0
,Roseland,"6,149",0,0,0,0,0,57,3,46,8,0
,Roselle,"22,257",28,0,1,8,19,254,27,168,59,0
,Roselle Park,"13,825",6,0,2,1,3,133,11,114,8,0
,Roxbury Township,"23,293",2,0,0,0,2,196,15,170,11,1
,Rumson,"7,228",1,0,0,0,1,41,4,22,15,0
,Rutherford,"18,592",7,0,0,1,6,218,21,166,31,1
,Saddle Brook Township,"14,408",4,0,0,2,2,208,3,193,12,0
,Saddle River,"3,338",1,0,0,0,1,50,29,13,8,0
,Salem,"5,319",79,3,5,8,63,91,18,55,18,1
,Sayreville,"44,981",39,1,1,6,31,430,46,328,56,2
,Scotch Plains Township,"24,490",15,0,3,3,9,199,22,125,52,0
,Sea Bright,"1,453",4,0,0,0,4,4,1,2,1,0
,Sea Girt,"1,885",1,0,0,0,1,3,1,1,1,0
,Sea Isle City,"2,135",11,0,2,1,8,114,17,95,2,0
,Seaside Heights,"2,507",23,0,0,2,21,88,12,76,0,0
,Seaside Park,"1,486",1,0,0,0,1,19,4,13,2,0
,Secaucus,"20,519",48,0,8,22,18,600,29,547,24,0
,Shrewsbury,"4,188",4,0,1,1,2,83,7,64,12,0
,Somerdale,"5,531",15,0,2,3,10,306,7,284,15,1
,Somers Point,"10,467",27,1,2,5,19,214,16,192,6,1
,Somerville,"12,759",10,0,0,3,7,141,13,118,10,0
,South Amboy,"9,277",12,0,1,1,10,113,21,65,27,0
,South Bound Brook,"4,784",1,0,0,0,1,43,4,32,7,0
,South Brunswick Township,"46,442",56,0,12,6,38,416,115,269,32,4
,South Hackensack Township,"2,668",16,0,1,5,10,89,3,74,12,0
,South Harrison Township,"3,459",0,0,0,0,0,7,0,6,1,0
,South Orange Village,"18,029",7,0,0,1,6,227,12,186,29,0
,South Plainfield,"24,211",29,0,2,8,19,367,40,302,25,0
,South River,"15,877",10,0,1,2,7,101,12,79,10,1
,Sparta Township,"20,348",5,0,1,1,3,89,19,68,2,0
,"Springfield Township, Burlington County","3,222",0,0,0,0,0,11,0,10,1,0
,"Springfield Township, Union County","16,860",10,0,1,1,8,234,18,186,30,2
,Spring Lake,"2,807",1,0,0,0,1,53,8,33,12,0
,Spring Lake Heights,"4,888",0,0,0,0,0,9,2,7,0,0
,Stafford Township,"30,365",13,0,1,0,12,249,7,226,16,0
,Stanhope,"3,572",3,0,0,1,2,12,3,8,1,0
,Stone Harbor,792,3,0,1,0,2,56,2,53,1,0
,Stratford,"6,954",7,0,0,0,7,87,24,61,2,0
,Summit,"22,414",7,0,3,1,3,200,21,153,26,0
,Surf City,"1,302",1,0,1,0,0,10,0,9,1,0
,Swedesboro,"2,749",2,0,0,0,2,29,2,21,6,0
,Teaneck Township,"42,128",39,0,7,13,19,444,35,381,28,0
,Tenafly,"15,109",4,0,0,1,3,96,12,56,28,0
,Teterboro,69,1,0,0,1,0,148,0,142,6,0
,Tewksbury Township,"5,918",1,0,0,0,1,4,3,1,0,0
,Tinton Falls,"19,556",19,0,3,2,14,185,14,160,11,0
,Toms River Township,"99,239",82,1,21,5,55,"1,038",104,871,63,4
,Totowa,"10,813",9,1,0,2,6,225,15,178,32,0
,Trenton,"90,313",960,23,66,282,589,"1,690",245,"1,130",315,13
,Tuckerton,"3,682",7,0,0,0,7,36,3,31,2,0
,Union Beach,"5,732",2,0,0,0,2,8,2,4,2,0
,Union City,"63,312",212,1,0,51,160,"1,101",69,950,82,2
,Upper Saddle River,"8,248",1,0,0,0,1,58,9,33,16,0
,Ventnor City,"9,226",6,0,0,1,5,265,22,238,5,0
,Vernon Township,"22,623",0,0,0,0,0,35,2,33,0,0
,Verona,"14,272",3,0,0,0,3,137,7,122,8,0
,Vineland,"61,110",280,7,28,31,214,"1,566",226,"1,282",58,8
,Waldwick,"10,055",2,0,0,0,2,31,3,24,4,0
,Wallington,"11,749",6,0,1,0,5,151,9,134,8,4
,Wall Township,"26,458",27,0,1,1,25,287,24,236,27,0
,Wanaque,"11,089",4,0,0,0,4,28,1,26,1,1
,Warren Township,"15,747",3,0,0,0,3,79,30,30,19,1
,Washington,"7,349",4,0,0,0,4,43,14,28,1,0
,"Washington Township, Gloucester County","49,625",60,2,2,11,45,838,76,726,36,1
,"Washington Township, Morris County","18,172",4,0,2,0,2,44,4,36,4,0
,"Washington Township, Warren County","6,539",0,0,0,0,0,67,6,60,1,0
,Watchung,"6,468",4,0,0,0,4,289,22,253,14,0
,Waterford Township,"10,393",2,0,1,0,1,72,7,61,4,0
,Wayne Township,"53,828",52,0,1,3,48,"1,087",81,966,40,1
,Weehawken Township,"17,499",13,0,0,3,10,260,23,216,21,0
,Westampton Township,"9,099",23,0,3,5,15,218,23,182,13,0
,West Amwell Township,"3,033",0,0,0,0,0,26,5,20,1,0
,West Caldwell Township,"10,756",1,0,0,0,1,77,8,62,7,0
,Westfield,"30,628",5,0,1,2,2,233,13,193,27,0
,West Long Branch,"8,525",6,0,0,0,6,96,13,69,14,0
,West Milford Township,"24,373",5,0,2,0,3,70,6,58,6,0
,West New York,"52,021",129,1,11,36,81,603,61,501,41,0
,West Orange,"47,722",85,1,13,18,53,733,180,464,89,0
,Westville,"4,337",14,0,0,1,13,112,15,87,10,1
,West Windsor Township,"29,452",9,0,0,1,8,457,21,424,12,2
,Wharton,"7,225",9,0,0,0,9,70,8,61,1,0
,Wildwood,"5,105",55,0,0,7,48,339,28,305,6,0
,Wildwood Crest,"3,079",11,0,0,0,11,70,11,56,3,0
,Winfield Township,"1,395",0,0,0,0,0,20,4,14,2,0
,Winslow Township,"39,881",105,1,3,15,86,445,92,331,22,2
,Woodbridge Township,"102,980",194,1,11,46,136,"1,817",138,"1,506",173,5
,Woodbury,"10,108",36,0,3,16,17,354,22,306,26,1
,Woodbury Heights,"3,122",0,0,0,0,0,25,1,24,0,0
,Woodcliff Lake,"6,058",6,0,0,2,4,47,2,40,5,0
,Woodland Park,"13,171",7,0,0,1,6,143,8,127,8,0
,Woodlynne,"2,888",6,0,0,3,3,83,20,55,8,0
,Woodstown,"3,692",4,0,0,1,3,22,7,13,2,0
,Woolwich Township,"13,625",1,0,0,0,1,49,3,39,7,0
NEW MEXICO,Albuquerque,"560,557","7,737",125,344,"1,651","5,617","26,883","4,555","16,431","5,897",74
,Angel Fire,"1,215",5,0,0,0,5,14,1,13,0,0
,Anthony,"8,631",16,0,0,1,15,55,21,25,9,0
,Artesia,"12,084",44,0,14,1,29,312,64,215,33,2
,Aztec,"6,130",29,0,1,2,26,84,12,64,8,1
,Bayard,"2,070",12,0,1,0,11,12,5,4,3,1
,Belen,"7,460",82,1,4,3,74,333,128,166,39,3
,Bloomfield,"7,335",38,1,7,1,29,115,26,80,9,1
,Bosque Farms,"4,099",13,0,0,1,12,54,11,40,3,0
,Capitan,"1,414",5,0,0,0,5,20,2,16,2,1
,Carlsbad,"31,532",176,1,10,13,152,895,100,650,145,8
,Cimarron,814,2,0,0,0,2,5,0,4,1,0
,Clayton,"2,779",4,0,0,0,4,3,1,2,0,0
,Cloudcroft,786,2,0,1,0,1,7,1,6,0,0
,Clovis,"37,734",260,1,26,11,222,907,302,510,95,29
,Corrales,"8,652",13,0,1,1,11,48,12,30,6,0
,Dexter,"1,065",0,0,0,0,0,0,0,0,0,0
,Edgewood,"6,125",16,1,3,1,11,111,13,87,11,0
,Farmington,"46,249",495,4,78,29,384,"1,103",164,818,121,12
,Gallup,"21,228",330,2,16,59,253,"1,019",132,736,151,12
,Grants,"9,199",26,3,0,2,21,48,4,34,10,1
,Hobbs,"38,912",371,3,56,35,277,"1,881",453,"1,178",250,15
,Hope,106,0,0,0,0,0,1,0,1,0,0
,Jal,"2,099",5,0,1,0,4,28,9,16,3,0
,Las Cruces,"114,102",704,10,75,60,559,"6,093","1,270","3,927",896,8
,Las Vegas,"13,151",134,1,12,8,113,342,70,231,41,2
,Logan,966,2,0,2,0,0,11,8,2,1,0
,Lordsburg,"2,229",14,1,1,0,12,21,9,9,3,0
,Los Alamos,"19,227",9,0,4,0,5,62,4,53,5,0
,Los Lunas,"18,366",94,0,6,12,76,725,257,377,91,1
,Magdalena,795,7,0,0,0,7,15,3,9,3,0
,Mesilla,"1,788",2,0,0,1,1,25,7,8,10,0
,Milan,"2,567",24,0,0,0,24,24,4,12,8,0
,Moriarty,"1,973",6,0,0,2,4,87,19,47,21,0
,Peralta,"3,432",12,0,0,1,11,36,19,14,3,0
,Portales,"11,975",78,1,9,4,64,297,142,136,19,2
,Raton,"6,063",15,0,3,2,10,87,32,40,15,2
,Rio Rancho,"107,435",491,3,51,41,396,"1,796",205,"1,383",208,10
,Roswell,"47,625",420,9,38,28,345,"1,421",223,"1,036",162,30
,Santa Clara,"1,588",8,0,0,0,8,19,5,12,2,0
,Santa Fe,"88,705",819,5,42,100,672,"4,333",955,"2,713",665,34
,Santa Rosa,"2,846",2,0,0,0,2,44,5,27,12,0
,San Ysidro,166,0,0,0,0,0,0,0,0,0,0
,Springer,945,3,0,0,0,3,6,2,4,0,0
,Sunland Park,"17,441",80,1,3,1,75,118,27,71,20,2
,Taos,"6,613",46,0,3,7,36,422,129,256,37,3
,Truth or Consequences,"6,060",13,0,1,0,12,114,30,73,11,1
,Tucumcari,"5,162",0,0,0,0,0,50,16,31,3,1
NEW YORK,Adams Village,"1,703",0,0,0,0,0,3,1,2,0,0
,Addison Town and Village,"2,349",1,0,0,0,1,10,1,7,2,0
,Afton Village,787,0,0,0,0,0,0,0,0,0,0
,Akron Village,"2,889",0,0,0,0,0,6,1,5,0,0
,Albany,"98,104",912,11,60,230,611,"3,710",529,"2,626",555,24
,Albion Village,"5,620",19,0,5,2,12,136,17,115,4,1
,Alexandria Bay Village,965,0,0,0,0,0,1,0,1,0,0
,Alfred Village,"3,777",4,0,0,0,4,12,1,11,0,0
,Allegany Village,"1,571",1,0,0,0,1,16,0,16,0,0
,Altamont Village,"1,652",0,0,0,0,0,1,0,1,0,1
,Amherst Town,"123,527",193,2,21,44,126,"2,125",168,"1,784",173,4
,Amityville Village,"9,542",3,0,0,2,1,64,3,56,5,0
,Amsterdam,"18,199",24,0,1,5,18,255,38,199,18,1
,Angelica Village ,713,0,0,0,0,0,3,1,2,0,0
,Arcade Village,"1,975",2,0,1,0,1,9,3,5,1,0
,Ardsley Village,"4,944",1,0,0,0,1,32,5,24,3,0
,Asharoken Village,619,0,0,0,0,0,0,0,0,0,0
,Attica Village,"2,497",1,0,1,0,0,3,0,3,0,0
,Auburn,"26,531",65,3,16,8,38,566,60,471,35,8
,Baldwinsville Village,"7,712",7,0,0,0,7,43,2,38,3,0
,Ballston Spa Village,"5,088",7,0,0,2,5,25,4,21,0,0
,Batavia,"15,438",64,0,10,8,46,388,44,334,10,6
,Beacon,"13,729",14,0,0,2,12,133,15,114,4,0
,Bedford Town,"16,989",0,0,0,0,0,16,0,15,1,0
,Belmont Village,846,0,0,0,0,0,0,0,0,0,0
,Bethlehem Town,"34,872",20,0,6,5,9,385,22,350,13,4
,Binghamton,"47,259",318,0,21,49,248,"1,746",294,"1,343",109,21
,Black River,"1,268",0,0,0,0,0,0,0,0,0,0
,Blasdell Village,"2,546",5,0,0,1,4,33,5,26,2,0
,Blooming Grove Town,"13,073",15,0,2,1,12,101,15,77,9,1
,Boonville Village,"1,997",0,0,0,0,0,58,1,57,0,0
,Brewster,"2,512",1,0,0,0,1,15,1,12,2,1
,Briarcliff Manor Village,"7,391",1,0,0,0,1,31,6,23,2,0
,Brighton Town,"36,380",29,0,9,3,17,723,55,607,61,2
,Brockport Village,"6,924",1,0,0,0,1,37,1,35,1,0
,Brookville,"2,844",1,0,0,1,0,27,4,16,7,0
,Brownville Village ,955,0,0,0,0,0,2,0,2,0,0
,Buchanan Village,"2,227",1,0,1,0,0,4,0,4,0,0
,Buffalo,"275,710","2,030",67,110,533,"1,320","8,852","1,324","6,005","1,523",77
,Cairo Town,"6,853",0,0,0,0,0,19,0,18,1,0
,Cambridge Village,"1,799",2,1,0,0,1,9,2,7,0,0
,Camden Village,"2,148",2,0,0,0,2,16,3,12,1,0
,Camillus Town and Village,"25,268",15,0,1,6,8,301,17,275,9,2
,Canajoharie Village,"2,085",2,0,0,0,2,12,2,10,0,0
,Canandaigua,"10,479",46,0,15,2,29,216,24,181,11,1
,Canastota Village,"4,541",24,0,2,1,21,56,12,40,4,0
,Canisteo Village,"2,179",13,0,2,0,11,13,3,6,4,0
,Canton Village,"7,046",1,0,0,0,1,43,7,34,2,0
,Cape Vincent Village,739,0,0,0,0,0,0,0,0,0,0
,Carmel Town,"33,868",22,0,1,3,18,150,5,132,13,2
,Carthage Village,"3,328",2,0,0,0,2,24,7,17,0,0
,Catskill Village,"3,884",6,0,1,0,5,78,10,68,0,0
,Cattaraugus Village,978,0,0,0,0,0,0,0,0,0,0
,Cayuga Heights Village,"3,977",1,0,0,0,1,22,2,19,1,0
,Cazenovia Village,"2,697",3,0,1,0,2,25,4,17,4,0
,Central Square Village,"1,843",0,0,0,0,0,43,2,41,0,0
,Centre Island Village,394,0,0,0,0,0,0,0,0,0,0
,Cheektowaga Town,"79,606",220,1,12,63,144,"2,610",242,"2,151",217,7
,Chester Town,"8,571",0,0,0,0,0,9,1,4,4,0
,Chester Village,"4,079",2,0,1,0,1,24,1,21,2,0
,Cicero Town,"29,252",10,0,0,0,10,367,32,311,24,1
,Clarkstown Town,"80,487",72,0,6,5,61,"1,155",44,"1,065",46,5
,Clayton Village,"1,735",0,0,0,0,0,1,0,1,0,0
,Clyde Village,"2,144",0,0,0,0,0,6,3,3,0,0
,Cobleskill Village,"4,206",7,0,0,2,5,88,6,78,4,0
,Coeymans Town,"7,161",8,0,0,3,5,32,5,26,1,1
,Cohoes,"17,890",48,0,7,6,35,264,25,214,25,1
,Colchester Town,"1,809",2,0,0,0,2,8,1,5,2,0
,Cold Spring Village,"1,999",0,0,0,0,0,2,0,2,0,0
,Colonie Town,"81,035",107,2,1,44,60,"2,632",168,"2,363",101,6
,Corning,"10,900",53,1,13,9,30,276,62,197,17,0
,Cornwall-on-Hudson Village,"3,056",1,0,0,0,1,5,0,5,0,0
,Cornwall Town,"9,840",2,0,0,1,1,17,2,15,0,0
,Cortland,"17,061",45,0,10,4,31,633,70,549,14,4
,Coxsackie Village,"2,821",1,0,0,0,1,5,1,4,0,0
,Crawford Town,"9,179",4,0,0,0,4,29,3,25,1,0
,Croton-on-Hudson Village,"8,114",3,0,2,0,1,59,3,53,3,0
,Cuba Town,"3,115",9,0,3,0,6,25,3,21,1,0
,Dansville Village,"4,332",1,0,0,1,0,81,5,75,1,0
,Deerpark Town,"7,531",3,0,0,0,3,33,7,22,4,0
,Delhi Village,"2,912",2,0,0,0,2,23,3,18,2,0
,Depew Village,"14,974",23,0,3,7,13,213,19,175,19,1
,DeWitt Town,"25,623",55,0,4,21,30,831,95,682,54,6
,Dexter Village,"1,014",0,0,0,0,0,0,0,0,0,0
,Dobbs Ferry Village,"11,361",5,0,1,1,3,107,7,96,4,7
,Dolgeville Village,"2,028",0,0,0,0,0,6,0,6,0,0
,Dryden Village,"1,930",1,0,0,1,0,32,0,32,0,0
,Dunkirk,"12,530",21,0,3,2,16,208,23,175,10,0
,Durham Town,"2,699",0,0,0,0,0,5,1,4,0,0
,East Aurora-Aurora Town,"13,936",11,0,2,3,6,121,11,97,13,0
,Eastchester Town,"20,277",4,0,0,2,2,135,8,104,23,1
,East Fishkill Town,"29,769",7,0,3,0,4,151,5,142,4,0
,East Greenbush Town,"16,558",21,0,3,3,15,363,40,303,20,0
,East Hampton Town,"25,765",4,0,0,0,4,96,2,89,5,0
,East Hampton Village,"1,531",1,0,0,0,1,33,1,30,2,0
,East Rochester Village,"6,212",6,0,1,2,3,71,7,57,7,0
,Eden Town,"7,504",3,0,1,0,2,35,4,31,0,0
,Ellicott Town,"5,350",7,0,1,0,6,167,29,133,5,0
,Ellicottville,"1,306",1,0,0,0,1,20,1,16,3,0
,Elmira Town,"5,645",1,0,1,0,0,35,0,35,0,0
,Elmsford Village,"5,114",5,0,0,0,5,9,0,6,3,0
,Endicott Village,"13,397",67,0,13,6,48,347,60,274,13,7
,Evans Town,"15,117",11,0,5,1,5,128,17,100,11,0
,Fairport Village,"5,378",4,0,1,0,3,15,4,11,0,0
,Fishkill Village,"2,153",4,0,0,1,3,36,1,32,3,0
,Floral Park Village,"16,000",10,0,0,2,8,136,12,117,7,0
,Florida Village,"2,931",1,0,0,0,1,3,1,2,0,0
,Fort Plain Village,"2,028",5,0,0,0,5,52,10,38,4,1
,Frankfort Town,"4,614",3,0,0,0,3,16,3,13,0,0
,Frankfort Village,"2,307",1,0,0,0,1,6,1,5,0,0
,Franklinville Village,"1,674",0,0,0,0,0,3,0,3,0,0
,Fredonia Village,"9,763",5,0,1,0,4,177,19,158,0,0
,Freeport Village,"44,003",79,0,0,19,60,407,22,345,40,0
,Friendship Town,"1,936",0,0,0,0,0,4,1,2,1,0
,Garden City Village,"22,929",6,0,0,2,4,193,3,174,16,1
,Geddes Town,"10,323",6,0,0,2,4,155,18,123,14,0
,Geneseo Village,"8,123",6,0,0,0,6,86,6,75,5,0
,Geneva,"12,365",56,2,11,5,38,259,49,197,13,3
,Glen Cove,"28,004",14,0,3,2,9,186,13,164,9,0
,Glen Park Village,452,0,0,0,0,0,0,0,0,0,0
,Glens Falls,"14,639",22,0,9,0,13,121,6,107,8,3
,Glenville Town,"22,061",17,0,0,1,16,334,19,311,4,3
,Goshen Town,"8,679",1,0,0,0,1,66,8,55,3,0
,Goshen Village,"5,777",4,0,1,0,3,28,1,27,0,0
,Gouverneur Village,"3,587",5,1,2,0,2,138,20,110,8,1
,Gowanda Village,"2,469",3,0,0,1,2,26,3,21,2,0
,Granville Village,"2,413",0,0,0,0,0,25,0,25,0,0
,Great Neck Estates Village,"2,919",0,0,0,0,0,32,5,14,13,0
,Greece Town,"95,525",132,1,11,47,73,"1,973",167,"1,661",145,5
,Greenburgh Town,"45,094",31,0,5,14,12,707,25,660,22,0
,Greene Village,"1,448",0,0,0,0,0,0,0,0,0,0
,Greenwich Village,"1,666",1,0,0,0,1,3,0,2,1,0
,Groton Village,"2,183",0,0,0,0,0,14,2,12,0,0
,Guilderland Town,"35,488",27,0,11,2,14,718,44,659,15,0
,Hamburg Town,"47,939",41,1,0,7,33,728,79,608,41,4
,Hamburg Village,"9,787",13,0,0,2,11,93,12,76,5,0
,Hamilton Village,"3,726",0,0,0,0,0,8,2,6,0,0
,Hammondsport Village,590,0,0,0,0,0,9,0,9,0,0
,Hancock Village,914,1,0,0,0,1,4,1,3,0,0
,Harriman Village,"2,680",1,0,0,0,1,12,0,12,0,0
,Harrison Town,"28,928",5,0,1,0,4,219,26,182,11,0
,Hastings-on-Hudson Village,"8,381",1,0,0,1,0,46,2,40,4,0
,Hempstead Village,"58,469",303,3,3,84,213,629,82,422,125,5
,Herkimer Village,"7,289",64,0,6,2,56,434,42,389,3,0
,Highland Falls Village,"3,728",0,0,0,0,0,0,0,0,0,0
,Highlands Town,"8,412",0,0,0,0,0,0,0,0,0,0
,Hoosick Falls Village,"3,191",4,0,0,1,3,17,3,12,2,0
,Hudson Falls Village,"7,370",9,0,2,1,6,21,2,19,0,1
,Hunter Town,"3,083",0,0,0,0,0,20,2,18,0,0
,Huntington Bay Village,"1,433",0,0,0,0,0,8,0,5,3,0
,Hyde Park Town,"21,071",9,0,1,1,7,94,11,76,7,0
,Ilion Village,"7,629",11,0,1,0,10,210,19,189,2,2
,Independence Town,"1,083",0,0,0,0,0,2,1,1,0,0
,Inlet Town,369,0,0,0,0,0,0,0,0,0,0
,Interlaken Village,626,0,0,0,0,0,1,0,1,0,0
,Irondequoit Town,"50,090",64,0,4,12,48,810,147,528,135,1
,Irvington Village,"6,449",1,0,0,0,1,30,1,23,6,0
,Ithaca,"31,576",96,2,8,16,70,"1,191",185,983,23,3
,Jamestown,"28,208",223,2,32,26,163,822,179,580,63,11
,Johnson City Village,"15,107",61,0,13,7,41,608,72,517,19,4
,Jordan Village,"1,225",0,0,0,0,0,2,0,2,0,0
,Kensington Village,"1,221",0,0,0,0,0,7,0,2,5,0
,Kent Town,"12,943",4,0,3,0,1,40,5,35,0,0
,Kings Point Village,"5,530",2,0,0,0,2,46,8,24,14,0
,Kingston,"24,203",62,0,6,13,43,497,35,433,29,1
,Lackawanna,"19,692",79,1,12,8,58,344,43,260,41,3
,Lake Placid Village,"2,235",5,0,5,0,0,26,7,17,2,0
,Lakewood-Busti,"7,434",2,0,0,1,1,297,37,256,4,0
,Lancaster Town,"39,305",16,0,2,2,12,425,28,380,17,0
,Larchmont Village,"6,448",1,0,0,1,0,80,10,60,10,0
,Le Roy Village,"4,263",9,0,2,0,7,79,7,68,4,1
,Lewisboro Town,"11,912",0,0,0,0,0,2,0,2,0,0
,Lewiston Town and Village,"15,781",4,1,1,0,2,116,6,93,17,3
,Liberty Village,"5,367",31,1,5,3,22,83,10,69,4,0
,Little Falls,"4,558",12,0,1,0,11,32,5,25,2,1
,Liverpool Village,"2,280",1,0,0,0,1,25,11,10,4,0
,Lloyd Harbor Village,"3,569",2,0,0,0,2,18,1,12,5,0
,Lloyd Town,"11,372",3,0,0,0,3,74,1,65,8,0
,Long Beach,"34,651",31,0,1,8,22,50,11,32,7,0
,Lowville Village,"3,332",2,0,1,0,1,16,2,14,0,0
,Lynbrook Village,"20,200",16,0,0,3,13,121,16,94,11,0
,Macedon Town and Village,"9,247",6,0,4,0,2,182,17,162,3,0
,Malone Village,"5,274",25,1,8,2,14,194,22,168,4,1
,Malverne Village,"8,477",0,0,0,0,0,18,1,11,6,0
,Mamaroneck Town,"12,479",0,0,0,0,0,104,12,81,11,0
,Mamaroneck Village,"19,674",24,0,6,4,14,258,29,212,17,0
,Marcellus Village,"1,776",0,0,0,0,0,7,1,6,0,
,Marlborough Town,"8,900",3,0,0,0,3,17,2,14,1,0
,Massena Village,"10,165",18,1,0,5,12,103,13,87,3,0
,Maybrook Village,"3,184",0,0,0,0,0,7,1,5,1,0
,Mechanicville,"5,158",22,0,2,0,20,59,5,51,3,0
,Medina Village,"5,978",16,0,0,2,14,78,8,67,3,2
,Menands Village,"4,478",8,0,1,2,5,106,8,88,10,0
,Middleport Village,"1,710",3,0,0,0,3,8,0,7,1,0
,Middletown,"30,538",109,2,8,22,77,438,42,373,23,5
,Millerton Village,"2,966",1,0,0,0,1,8,0,7,1,0
,Mohawk Village,"2,397",2,0,0,2,0,36,4,30,2,0
,Monroe Village,"9,552",7,0,1,4,2,64,7,55,2,0
,Montgomery Town,"9,563",6,0,1,0,5,30,1,23,6,0
,Montgomery Village,"3,816",0,0,0,0,0,4,0,4,0,0
,Monticello Village,"7,386",22,0,2,8,12,144,44,90,10,0
,Moravia Village,"1,264",0,0,0,0,0,9,0,9,0,0
,Moriah Town,"4,672",0,0,0,0,0,0,0,0,0,0
,Mount Hope Town,"6,405",2,0,0,0,2,17,0,17,0,0
,Mount Pleasant Town,"25,892",27,0,0,2,25,235,14,210,11,0
,Mount Vernon,"71,690",331,4,17,96,214,"1,119",103,864,152,1
,Muttontown,"3,512",1,0,1,0,0,17,5,6,6,0
,Nassau Village,"1,094",0,0,0,0,0,2,1,1,0,0
,Newark Village,"8,939",18,0,3,4,11,326,30,280,16,0
,New Berlin Town,"1,588",0,0,0,0,0,3,1,2,0,0
,Newburgh,"28,819",318,3,21,70,224,714,97,550,67,7
,Newburgh Town,"32,207",23,0,2,8,13,655,30,603,22,1
,New Castle Town,"17,777",1,0,0,0,1,76,2,66,8,1
,New Hartford Town and Village,"20,415",11,0,2,5,4,716,22,681,13,3
,New Paltz Town and Village,"14,732",5,0,1,0,4,88,0,88,0,0
,New Rochelle,"82,628",63,0,2,25,36,572,39,499,34,0
,New Windsor Town,"28,008",23,0,5,2,16,352,29,309,14,0
,New York,"8,236,567","61,293",438,"2,619","17,433","40,803","176,361","14,553","147,831","13,977",
